,category,headline,authors,link,short_description,date
108574,RELIGION,Darkness,"Antoinette Tuff, ContributorBest Selling Author | Motivational & Inspirational Speaker",https://www.huffingtonpost.com/entry/darkness_b_6041722.html,"I want to talk about darkness. Not just the darkness that happens when the sun goes down and the lights go off -- I'm talking about the darkness that sometimes descends on our lives, making everything seem bleak and hopeless",2014-10-24
108589,RELIGION,Daily Meditation: Movement,Antonia Blumberg,https://www.huffingtonpost.com/entry/daily-meditation_n_6041178.html,,2014-10-24
108633,RELIGION,Power and Powerlessness in Religion,"Pamela Brill, ContributorFull-time working mom seeking Zen",https://www.huffingtonpost.com/entry/power-and-powerlessness-in-religion_b_6013432.html,And before people get up in arms about using this heinous crime to promote a feminist agenda -- I disagree (although each and every one of us promote agendas every day of our lives). I see it as an opportunity to unearth the worms and re-soil.,2014-10-23
108678,RELIGION,A Pastoral Letter to Older Generations About Those Frustrating Millennials,"Derek Penwell, ContributorAuthor; Editor; Speaker; Activist",https://www.huffingtonpost.com/entry/a-pastoral-letter-to-olde_b_6037864.html,"The question that older generations of leaders within mainline denominations must ask themselves, I suggested, therefore, is: ""What if the kids don't want our church?"" This is an an important issue in the age of the ""nones.""",2014-10-23
108704,RELIGION,"On Gays, the Vatican and the Episcopal Church","Rev. Susan Russell, ContributorEpiscopal priest and activist from Pasadena, Calif.",https://www.huffingtonpost.com/entry/n-gays-the-vatican--the-e_b_6030908.html,"In terms of God's justice, we may have moved too slow and too late but we kept moving. And it's taken us nearly 40 years. Forty years of steps forward and steps back. But we've kept on moving ... and after nearly 40 years in the wilderness I do believe we can see the Promised Land of full inclusion on the horizon.",2014-10-22
108744,RELIGION,#Muslims4Ferguson Takes To Twitter To Protest Police Brutality,Antonia Blumberg,https://www.huffingtonpost.com/entry/muslims-for-ferguson_n_6029768.html,,2014-10-22
108776,RELIGION,The Third Way: A Response to the Southern Baptist Convention,"Danny Cortez, ContributorTeaching pastor at New Heart Community Church",https://www.huffingtonpost.com/entry/southern-baptist-convention_b_6000482.html,"The past few months and years, the church has become increasingly polarized on the LGBT debate. We have neglected to see the importance of what Jesus prayed. Our churches have become dysfunctional and our witness has diminished.",2014-10-21
108786,RELIGION,"Ebola, ISIS and Our Borders","Rev. G. Jude Geiger, ContributorUnitarian Universalist minister",https://www.huffingtonpost.com/entry/ebola-isis-and-our-border_b_6008104.html,"When did we give up being the nation that welcomed the wretched, tired and poor upon our teeming shores? Now we imagine they are terrorists armed with viruses.",2014-10-21
108819,RELIGION,WWJD: What Would Jesus Do? Do You Really Want to Know?,"Mick Mooney, ContributorAuthor - Trainer - Speaker",https://www.huffingtonpost.com/entry/wwjd-what-would-jesus-do-_b_6010114.html,"Once upon a time, a mother made her son a wristband. On it was written: WWJD? This, of course stood for: ""What Would Jesus Do?"" She instructed her son to look at the wristband before making decisions on how to live his Christian life.",2014-10-21
108851,RELIGION,The Pope and the Synod: Mixed Signals From Rome,"Richard W. Kropf, ContributorAuthor of over a half-a-dozen books",https://www.huffingtonpost.com/entry/the-pope-and-the-synod-mi_b_6015934.html,Many are no doubt disappointed at the seeming failure of the final relatio or report issued on Oct. 18th by the special synod or meeting of bishops that began in Rome beginning Oct. 5th.,2014-10-21
108858,RELIGION,Love Means Getting to Say You're Sorry -- Why I Was Arrested in Ferguson,"Rev. Dr. Shannon Craigo-Snell, ContributorProfessor of Theology, Louisville Seminary",https://www.huffingtonpost.com/entry/ferguson-clergy-arrests_b_6002258.html,"Last Monday I was arrested in Ferguson, Missouri, along with dozens of other clergy, seminarians, and people of many faith traditions. As a white, middle-aged, married,  mother of three and a rule-abiding Presbyterian, this was a new experience for me.",2014-10-20
108872,RELIGION,The Evangelical War on Halloween,"Phil Zuckerman, ContributorProfessor of Sociology and Secular Studies, Pitzer College in ...",https://www.huffingtonpost.com/entry/the-evangelical-war-on-halloween_b_6006222.html,"Why go to church to hear about a zombie or get possessed by a ghost or drink blood? You can do pretty much the same thing down the street at the nearby Halloween party, and it'll be a lot more fun.",2014-10-20
108889,RELIGION,From Jesus to Hollywood: Author Jay Parini,"Rev. Susan Baller-Shepard, ContributorEditor, SpiritualBookClub.com",https://www.huffingtonpost.com/entry/from-jesus-to-hollywood-a_b_6008580.html,"Perhaps you know his name from his book Jesus: The Human Face of God, or perhaps you know him as author of The Last Station, which was turned into an Academy Award-nominated film.",2014-10-20
108930,RELIGION,Whose Parish Is It Anyway? Churches Face Delicate Balance in Meeting Needs of Ethnic Ministries,"David Briggs, ContributorWriter, Association of Religion Data Archives",https://www.huffingtonpost.com/entry/whose-parish-is-it-anyway_b_6014772.html,"A phenomenon of Mass mobs, where large groups of suburbanites worship in the city on a given Sunday, is shining new light for a day on urban parishes that are dwindling or, in some cases, have been closed.",2014-10-20
108931,RELIGION,Reformation Then and Now -- Dismantling Walls Today (Psalm 46),"Dirk G. Lange, ContributorAssociate Professor of Worship, Luther Seminary",https://www.huffingtonpost.com/entry/reformation-then-and-now_b_6014736.html,"Psalm 46 continually reminds us that the Reformation is not a celebration of identity but rather the deconstruction of walls, whether those walls be political, cultural, ethnic, economic or religious.",2014-10-20
108995,RELIGION,Pope: 'God Is Not Afraid Of New Things',,https://www.huffingtonpost.com/entry/pope-homosexuality-church-gay_n_6010904.html,,2014-10-19
109007,RELIGION,Seventh-Day Adventists To Vote On Women's Ordination In 2015,,https://www.huffingtonpost.com/entry/adventists-women-ordination_n_5992906.html,,2014-10-19
109052,RELIGION,Hillsong Church Founder Defends Handling Of Father's Sex Abuse Case,,https://www.huffingtonpost.com/entry/brian-houston-father-sex-abuse_n_6005400.html,,2014-10-18
109058,RELIGION,"What Jefferson, Dickens And Tolstoy Can Teach Us About Exploring The Big Questions",Jaweed Kaleem,https://www.huffingtonpost.com/entry/jefferson-dickens-tolstoy-gospel_n_6004948.html,,2014-10-18
109066,RELIGION,Stunning 85% Of Young Catholics Support Gay Equality,Carol Kuruvilla,https://www.huffingtonpost.com/entry/young-catholic-gay-pew_n_6006328.html,,2014-10-18
109159,RELIGION,"The Vatican's Synod on the Family, and Why You've Missed the Point.","Rev. Michael Rogers, S.J., ContributorJesuit Priest",https://www.huffingtonpost.com/entry/the-vaticans-synod-on-the_b_6002884.html,"If you are extraordinarily upset or excited about the extraordinary Synod of Bishops on the family that has taken place for the last two weeks here in Rome, then you likely don't really understand what it actually is.",2014-10-17
109190,RELIGION,What Jesus Really Thinks about Dying With Dignity,"Cindy Brandt, ContributorAuthor, Outside In: Ten Christian Voices We Can't Ignore",https://www.huffingtonpost.com/entry/what-jesus-really-thinks-_b_6001334.html,"Surely there is a better way for Christian discourse than to resort to serious accusations of godlessness towards those who may have an alternative opinion, even if that opinion is in the minority.",2014-10-17
109196,RELIGION,The Power of Presence,"Ellen Magnis, ContributorExecutive Director, Family Gateway",https://www.huffingtonpost.com/entry/the-power-of-presence_b_6001074.html,"To deepen and heal our relationships he guides us to say (to ourselves) as we sit with our loved ones, ""Darling, I am here for you. Darling, I know you suffer, and I am here for you.""",2014-10-17
109234,RELIGION,Alone in the Synagogue,"Stanley Ely, ContributorWriter",https://www.huffingtonpost.com/entry/alone-in-the-synagogue_b_5973304.html,"Though I might not subscribe to every prayer in the Siddur, I always use the synagogue time for my own prayer of thanks for being alive and the multitudes of blessings I enjoy.  I want to let the Lord know I haven't forgotten them.  Then, leaving the hall, the yarmulke still in place on my head, I head home feeling a little purer.",2014-10-16
109275,RELIGION,"'Meet the Mormons': Good Documentary or Slick, Corporate PR?","Andy Wilson, Contributorblogger, activist, critic and know-it-all in Austin, TX",https://www.huffingtonpost.com/entry/meet-the-mormons-good-doc_b_5956674.html,"Meet the Mormons is an 80-minute infomercial produced by The Church of Jesus Christ of LDS, highlighting a diverse cross-section of church members. It's well-made, but it feels more like a video Pfizer, Goldman Sachs or Exxon would put out about how great their corporation is than an actual documentary.",2014-10-16
109279,RELIGION,Celebrating Torah in a World That's Gone Bonkers,"Gil Troy, ContributorAmerican presidential historian, McGill professor, ""The Age of...",https://www.huffingtonpost.com/entry/celebrating-torah-in-a-wo_b_5989410.html,"After the kind of year we had, who is really having a Simchat Torah, any kind of rejoicing with the Torah? The world has gone mad.",2014-10-16
109449,RELIGION,Islamic State's Black Flag Flies Over Vatican On Cover Of Propaganda Magazine,Carol Kuruvilla,https://www.huffingtonpost.com/entry/isis-vatican-flag_n_5979424.html,,2014-10-14
109461,RELIGION,Why Don't We Listen to God?,"Evagelos Sotiropoulos, ContributorOrthodox Christian",https://www.huffingtonpost.com/entry/why-dont-we-listen-to-god_b_5980146.html,"If we follow Christ like we follow the latest food phenomenons or workout routine (to say nothing of our obsession with material things), we would each lead much more meaningful and happy lives.",2014-10-14
109472,RELIGION,"Ebola, Infection Control, and Religious Freedom","Rev. Earl E. Johnson, Contributor",https://www.huffingtonpost.com/entry/ebola-infection-control-a_b_5979778.html,"What do chaplains have to do with biological, viral threats?  Military and health care chaplains have generally been on the front lines in the critical care and urgent emergency medical response to these new infectious agents.",2014-10-14
109549,RELIGION,Animals and the Church?,"Michael Gilmour, ContributorProfessor of English and biblical literature, Providence Unive...",https://www.huffingtonpost.com/entry/animals-and-the-church_b_5969710.html,Animals are everywhere in the Christian Bible and yet the erasure of the nonhuman from theological contemplation has been commonplace from the earliest days of the church.,2014-10-13
109552,RELIGION,Beyond Borders: An Unexpected Trip to Mexico With a Dying Man,"Rev. Jeff Hood, ContributorBaptist Pastor, Theologian and Activist",https://www.huffingtonpost.com/entry/beyond-borders-an-unexpec_b_5968964.html,I didn't expect to be on a flight to Mexico. I thought I would spend most of today completing multiple unfinished writing projects that I have long neglected. Things changed when I met Ramon.,2014-10-13
109575,RELIGION,Future Pastors Will Get Science Training With This New $1.5 Million Grant,,https://www.huffingtonpost.com/entry/seminaries-science-grant_n_5955030.html,,2014-10-12
109592,RELIGION,When Ebola Comes To Church,"George Mason, ContributorSenior Pastor, Wilshire Baptist Church",https://www.huffingtonpost.com/entry/when-ebola-comes-to-church_b_5971124.html,"Ebola came to our church, even though no one was exposed to the virus inside our building. We encountered Ebola because one of our members came face-to-face with it. And to echo the words of the Apostle Paul, when one member of the body hurts, the entire body feels pain.",2014-10-12
109607,RELIGION,'Mass Mobs' Are Taking Over Detroit's Catholic Churches,Carol Kuruvilla,https://www.huffingtonpost.com/entry/detroit-mass-mob_n_5967678.html,,2014-10-12
109623,RELIGION,How An Illinois Mom Converted To Islam And Found Peace And Joy During Her Very First Hajj,Carol Kuruvilla,https://www.huffingtonpost.com/entry/hajj-muslim-convert_n_5959514.html,,2014-10-12
109625,RELIGION,Will Hobby Lobby Exec's Bible Museum Only Feature Protestant Interpretations?,,https://www.huffingtonpost.com/entry/hobby-lobby-bible-museum_n_5952976.html,,2014-10-12
109661,RELIGION,Israeli And Palestinian Teens Sing About 'Home' Together,Carol Kuruvilla,https://www.huffingtonpost.com/entry/ymca-jerusalem-youth-chorus_n_5968274.html,,2014-10-11
109700,RELIGION,"Lies, Damned Lies, and Bill Maher's Statistics","Timothy E. Kaldas, ContributorWriter, commentator and professor of politics based at Nile Un...",https://www.huffingtonpost.com/entry/lies-damned-lies-and-bill-mahers-statistics_b_5956278.html,"What Bill Maher, Sam Harris and many others like them fail to realize is that religion as it is practiced is a product of a wide array of factors, the official texts being only one of them. People of any faith are more shaped by the norms of their cultural context, interpreting their religious texts to comport with those norms rather than the other way around.",2014-10-11
109723,RELIGION,Why Every Jesus Follower Must Show Up In Ferguson!,"Pastor Michael McBride, ContributorDirector, PICO National Network’s LIVE FREE Campaign",https://www.huffingtonpost.com/entry/jesus-ferguson-_b_5967502.html,"There is a Ferguson in every community across the country. You may not be able or compelled to make the trip to Ferguson, Missouri, but you can walk across the street",2014-10-11
109772,RELIGION,Iraqi Catholic Couple Attending Pope Francis' Synod Describe Havoc Wreaked By ISIS,,https://www.huffingtonpost.com/entry/iraqi-couple-synod_n_5960942.html,,2014-10-10
109798,RELIGION,"Bishops Debate Where Doctrine Ends, Pastoral Practice Begins",,https://www.huffingtonpost.com/entry/catholic-synod-reform_n_5961398.html,,2014-10-10
109805,RELIGION,Notre Dame Extend Benefits To Same-Sex Spouses,Antonia Blumberg,https://www.huffingtonpost.com/entry/notre-dame-same-sex-spouses_n_5966152.html,,2014-10-10
109811,RELIGION,Nobel Peace Prize Creates Important Moment For Interfaith Unity,Carol Kuruvilla,https://www.huffingtonpost.com/entry/nobel-malala-satyarthi-hindu-muslim_n_5966388.html,,2014-10-10
109826,RELIGION,Clergy Gather In Ferguson For 'Weekend Of Resistance',Antonia Blumberg,https://www.huffingtonpost.com/entry/clergy-ferguson-weekend-of-resistance_n_5960588.html,,2014-10-09
109851,RELIGION,Face-to-Face Interaction Is Key to Changing Misperceptions of American Muslims,"Maha Elgenaidi, ContributorChief Executive Officer, ING",https://www.huffingtonpost.com/entry/facetoface-interaction-is_1_b_5946212.html,"The bonds forged by interpersonal contact can last a lifetime, and hearing, in person, about the lived religion of an often-maligned group like American Muslims creates advocates for equality and dialogue. A lifetime of exposure to prejudicial narratives can be dispelled by one hour of personal contact.",2014-10-09
109875,RELIGION,Praise the Lord or Praise the Person?,"Myisha Cherry, ContributorPhilosopher & Essayist",https://www.huffingtonpost.com/entry/praise-the-lord-or-praise_b_5959672.html,"The next time you leave your door unlocked and no one breaks in, the next time someone buys you a gift, or the next time someone does something nice for you, I'm not telling you not to thank God (if thanking God is what you do), I'm simply suggesting that people are also worthy of praise.",2014-10-09
109923,RELIGION,The Baseball Solution to our Political Polarization,"Henry G. Brinton, ContributorSenior Pastor, Fairfax Presbyterian Church",https://www.huffingtonpost.com/entry/the-baseball-solution-to-_b_5948116.html,"Political polarization is worse than ever this fall, with contests being framed as a struggle between virtue and vice, strength and weakness.",2014-10-08
109943,RELIGION,"Being Muslim Now: Part 1, Representation","Claire Alkouatli, ContributorHuman learning and development through Islamic education.",https://www.huffingtonpost.com/entry/being-muslim-now-part-1-r_b_5948326.html,"There is a saying of the Prophet, ""There will come a time when holding firmly onto religion will be like holding onto hot coals (Al-Tirmidhi)."" Facing pressures both internal and external to Islam, it feels that time has come.",2014-10-08
109965,RELIGION,What Is True Islam?,"Qasim Rashid, ContributorVisiting Fellow, Harvard University's Prince Alwaleed bin Tala...",https://www.huffingtonpost.com/entry/what-is-true-islam_b_5924810.html,"Unfortunately, the ignorance to Islam that Megyn Kelly demonstrated interfered with her ability to hold a rational and just interview. Indeed, what is fair and balanced about inviting an anonymous puppet and taking his word as gospel, without any countering voice?",2014-10-08
109988,RELIGION,The Spiritual Key To Thriving At College,Antonia Blumberg,https://www.huffingtonpost.com/entry/college-meditation-prayer-_n_5799532.html,,2014-10-07
110042,RELIGION,ISIS' Muslim Death Toll Is Enormous,,https://www.huffingtonpost.com/entry/isis-muslim_n_5946340.html,,2014-10-07
110152,RELIGION,Ferguson in October,"Donna Schaper, ContributorSenior Minister, Judson Memorial Church, Judson.org",https://www.huffingtonpost.com/entry/ferguson-in-october_b_5934482.html,"Protecting the fundamental right to walk in the streets -- for black teenagers and for all Americans, of every stripe and kind -- is crucial to democracy.",2014-10-06
110161,RELIGION,"Hobby Lobby Billionaire Is Making Progress With His Pet Project, 'Museum Of The Bible'",,https://www.huffingtonpost.com/entry/hobby-lobby-bible-museum_n_5907680.html,,2014-10-05
110196,RELIGION,"Americans Pray Most For Family, Friends And Themselves: Survey",,https://www.huffingtonpost.com/entry/american-prayer-survey_n_5920536.html,,2014-10-05
110275,RELIGION,All Eyes On The Changing Catholic Family As Synod Approaches,,https://www.huffingtonpost.com/entry/catholic-family-pope-synod_n_5929020.html,,2014-10-04
110281,RELIGION,Muslim Friends Of Beheaded Aid Worker Mourn,,https://www.huffingtonpost.com/entry/british-muslims-alan-henning_n_5931328.html,,2014-10-04
110305,RELIGION,Cardinal: Catholic Church Will Not Budge On Divorce,,https://www.huffingtonpost.com/entry/cardinal-raymond-burke-divorce_n_5915882.html,,2014-10-04
110332,RELIGION,The Economics of Eid-ul-Adha in Pakistan,"Mariam Khan, ContributorJournalism grad",https://www.huffingtonpost.com/entry/the-economics-of-eiduladh_b_5929744.html,"In Pakistan, as the days to Eid-ul-Adha draw near, the craze of buying animals for sacrifice intensifies. Streets, lanes, alleys are filled by the young as well as the old bragging about the uniqueness of their animals, despite the stench of animal waste that lingers in the air.",2014-10-04
110358,RELIGION,LISTEN: Rapture Rhapsody: Is 'Left Behind' Really A Christian Movie?,Paul Brandeis Raushenbush,https://www.huffingtonpost.com/entry/all-together-left-behind-_n_5926750.html,,2014-10-03
110391,RELIGION,Connecting the Dots...,"Peter Adriance, ContributorRepresentative for Sustainable Development, U.S. Baha'i Office...",https://www.huffingtonpost.com/entry/connecting-the-dots_3_b_5924108.html,"As the clock ticks, the reasons for acting on climate change are becoming more urgent and obvious, and the religious community is increasingly stepping up to the challenge.",2014-10-03
110395,RELIGION,In Defense of 'Crazy',"Sarah Griffith Lund, Contributorauthor of 'Blessed Are The Crazy: Breaking the Silence About M...",https://www.huffingtonpost.com/entry/in-defense-of-crazy_b_5924232.html,Crazy is not a bad word. Crazy people are not bad. So I'm reclaiming crazy in public discourse as a way to de-stigmatize mental illness. I stand on the shoulders of many others who repurpose words to empower people whose power has been taken away.,2014-10-03
110402,RELIGION,Pat Robertson: Obama Is 'Pro-Muslim',Dominique Mosbergen,https://www.huffingtonpost.com/entry/pat-robertson-obama-muslim_n_5923714.html,,2014-10-03
110411,RELIGION,Buddhist in America,"Nathan Gauer, ContributorAuthor of Songs to Make the Desert Bear Fruit",https://www.huffingtonpost.com/entry/buddhist-in-america_b_5923890.html,"Growing up in a Buddhist family in Virginia in the '80s, I was often on the defensive about my family's beliefs. It was not unusual to be shunned by other kids because I did not believe in God the same way they'd been taught in church.",2014-10-03
110484,RELIGION,Why Do We Poke Each Other in the Heart?,"Ari Andersen, ContributorWriter, mentor, lover of good books and couches.",https://www.huffingtonpost.com/entry/why-do-we-poke-each-other-in-the-heart_b_5911502.html,"Look at the lengths to which people have gone to force their version of reality onto others in the name of this thing we call God. Think about all the religious wars that have taken place in human history, the degree to which we have made each other suffer because we find it unacceptable that two different versions of the same thing can exist.",2014-10-02
110496,RELIGION,Forgiveness of Others and of Ourselves: Yom Kippur Thoughts,"Laurie Levy, ContributorFounding director, Cherry Preschool; Blogger, ChicagoNow",https://www.huffingtonpost.com/entry/forgiveness-of-others-and_b_5910048.html,"Lately, I have come to believe the power to forgive is always mine. Exercising that power makes me stronger, not weaker. It definitely makes me happier. Why on Earth would I want to hold on to the pain of hating someone for something that happened 30 years ago?",2014-10-02
110499,RELIGION,Freedom of Religion Does Not Mean Absence of Religion,"Gregory P. Demetriou, ContributorCEO, Lorraine Gregory Communications Group",https://www.huffingtonpost.com/entry/freedom-of-religion-does-_b_5913658.html,,2014-10-02
110502,RELIGION,God and Some Scientists,"Kelly James Clark, ContributorKaufman Interfaith Institute, Grand Valley State University",https://www.huffingtonpost.com/entry/god-and-some-scientists_b_5915848.html,"In a recent New York Times op-ed, evolutionary biologist David Barash recounts telling the undergraduates in his animal behavior class that evolutionary science has ""demolished two previously potent pillars of religious faith and undermined belief in an omnipotent and omni-benevolent God."" Barash's claims of demolition are more ""op"" than ""ed,"" I'm afraid.",2014-10-02
110534,RELIGION,Pennsylvania Catholic School Boys Forbidden From Wrestling Girls During Matches,,https://www.huffingtonpost.com/entry/boy-girl-wrestling-catholic_n_5914114.html,,2014-10-01
110548,RELIGION,President Obama: It Is a Moral and Strategic Mistake to Exempt Syrian Airstrikes From Civilian Protections,"Rev. Dr. Susan Brooks Thistlethwaite, ContributorProfessor of Theology, Chicago Theological Seminary",https://www.huffingtonpost.com/entry/syria-drone-strike-civilian-casualties_b_5913208.html,The White House has acknowledged for the first time that the strict standards President Obama imposed last year to prevent civilian deaths from U.S. drone strikes will not apply to U.S. military operations in Syria and Iraq. This is a tragic error.,2014-10-01
110622,RELIGION,Vicar Of Baghdad: 'Every Christian Wants To Leave',Antonia Blumberg,https://www.huffingtonpost.com/entry/vicar-of-baghdad-christians-isis_n_5906508.html,,2014-09-30
110651,RELIGION,The Madness of Rev. Kurt Dunkle and the Trustees of General Theological Seminary,"David J. Dunn, PhD, ContributorPolitical theologian. Author. Orthodox Christian.",https://www.huffingtonpost.com/entry/the-madness-of-rev-kurt-d_b_5906248.html,"A few days ago, eight faculty members at the General Theological Seminary in New York went on strike until their one demand was met. What was that demand? A meeting. As of this morning, they have all been fired.",2014-09-30
110668,RELIGION,James Foley Photo Removed From NYC Anti-Islam Ads,,https://www.huffingtonpost.com/entry/james-foley-anti-islam-ad_n_5906100.html,,2014-09-30
110695,RELIGION,The United States: A Country Fighting for 'The Last' of Our Freedoms!,"Laura Wellington, ContributorMedia and Technology Entrepreneur, Blogger",https://www.huffingtonpost.com/entry/the-united-states-a-count_b_5874998.html,"No doubt, it is our natural instincts as parents to protect our kids from any harm. To watch them suffer is harder on us -- many times -- than on them.",2014-09-29
110711,RELIGION,Catholic and Protestant Church Clergy To Work Together For Richard III's Burial,Carol Kuruvilla,https://www.huffingtonpost.com/entry/richard-funeral_n_5800442.html,,2014-09-29
110752,RELIGION,The Rites Of Hajj Explained In 6 Minutes,Antonia Blumberg,https://www.huffingtonpost.com/entry/hajj-rites-explained_n_5889232.html,,2014-09-28
110755,RELIGION,Experts: Tradition Of Kissing Corpses May Contribute To Ebola Spread,,https://www.huffingtonpost.com/entry/kissing-corpses-ebola_n_5888838.html,,2014-09-28
110770,RELIGION,Praying,"Pamela Brill, ContributorFull-time working mom seeking Zen",https://www.huffingtonpost.com/entry/praying_b_5894494.html,"It's the Jewish new year. Big holiday. Obscene amounts of food. Long hours in the synagogue. This year, I did something different. Instead of using the synagogue prayer book designated for the holiday, I took my own prayer book.",2014-09-28
110772,RELIGION,"This Female, Evangelical Candidate Could Win Brazil Presidency",,https://www.huffingtonpost.com/entry/marina-silva-evangelical-brazil_n_5895328.html,,2014-09-28
110805,RELIGION,Shmitta: The Bible's Solution to America's Debt Problems?,"Ari Hart, ContributorRabbi, Co-founder, Uri L'Tzedek: Orthodox Social Justice",https://www.huffingtonpost.com/entry/shmitta-the-bibles-soluti_b_5895190.html,"Where are we now? Income disparity soars, student loans threaten to be the next subprime mortgages, and millions of Americans struggle daily to make ends meet. Unmanageable, crippling debt is still harming millions of American families.",2014-09-28
110823,RELIGION,"Protestant Clergy Rarely Preach About Mental Illness, Survey Finds",,https://www.huffingtonpost.com/entry/protestant-clergy-mental-illness_n_5868928.html,,2014-09-28
110847,RELIGION,Waning Influence of Religion in America,"William B. Bradshaw, ContributorAuthor",https://www.huffingtonpost.com/entry/waning-influence-of-relig_b_5892516.html,"On Monday of this past week, the Pew Research Center released the results of a poll taken earlier this month about religion, with this heading, ""Public Sees Religion's Influence Waning.""  The survey addressed a wide range of religious topics relating to life in America.",2014-09-27
110929,RELIGION,5 Bad Storytelling Habits of Highly Annoying Rabbis,"Jonathan S. Shapiro, ContributorFormer federal prosecutor",https://www.huffingtonpost.com/entry/the-five-bad-storytelling_b_5892212.html,"To the learned men and women who lead the Jewish faith I would like to offer a simple message: Enough already. A frequent consumer of rabbinical sermons, I can say, with all due respect, that most of the time, the sermon bombs. And it is usually because of the same bad storytelling habits.",2014-09-27
110936,RELIGION,This Woman Spent 40 Years Thinking She'd Lost Her Dad's Special Bible,Carol Kuruvilla,https://www.huffingtonpost.com/entry/savely-bible-lost_n_5864808.html,,2014-09-27
111037,RELIGION,Did The Restaurant Owner Actually Say That To A Rabbi?,Carol Kuruvilla,https://www.huffingtonpost.com/entry/jewish-salad-rabbi_n_5883280.html,,2014-09-25
111040,RELIGION,In Compassion and Sympathy: A Christian Response to Religious Violence,"Jacob D. Myers, ContributorPh.D. candidate, Emory University",https://www.huffingtonpost.com/entry/in-compassion-and-sympathy_b_5883328.html,"Christ-followers are given another angle of vision, another mirror into our souls, in the person of Jesus Christ. No passage of Scripture points more acutely to this image than one of this week's lectionary texts: Philippians 2:1-13.",2014-09-25
111048,RELIGION,Shinnyo Buddhist Lantern Floating Lights Up For International Day Of Peace,Antonia Blumberg,https://www.huffingtonpost.com/entry/shinnyo-buddhist-lantern-floating_n_5882888.html,,2014-09-25
111093,RELIGION,Left Behind,"Craig S. Keener, ContributorProfessor, Asbury Theological Seminary, and author of many books",https://www.huffingtonpost.com/entry/left-behind_2_b_5883062.html,"No unambiguous passage supports Christians being ""raptured"" before the tribulation. The Book of Revelation describes sufferings, many of which characterize much of the world we live in. But while Revelation depicts God protecting at least some of his people from his own judgment, it nowhere mentions Christians being removed.",2014-09-25
111149,RELIGION,Catholic Parish Divided Over Priest's Decision To Ban Married Gay Couple From Receiving Communion,,https://www.huffingtonpost.com/entry/montana-catholic-gay-couple_n_5868450.html,,2014-09-24
111151,RELIGION,"Authors Reflect On Miracles, Immortality And Quantum Physics",,https://www.huffingtonpost.com/entry/authors-miracles_n_5868720.html,,2014-09-24
111152,RELIGION,Navratri 2014: A Hindu Celebration Of The Mother Goddess,Antonia Blumberg,https://www.huffingtonpost.com/entry/navratri-2014_n_5869324.html,,2014-09-24
111180,RELIGION,Barbie's 'Virgin Mary' Makeover Is Infuriating Catholic Bishops,,https://www.huffingtonpost.com/entry/barbie-ken-mary-jesus_n_5877646.html,,2014-09-24
111203,RELIGION,"Western Rabbis Draw Congregants' Wrath By Discussing Israel, Gaza",,https://www.huffingtonpost.com/entry/rabbis-gaza_n_5863122.html,,2014-09-23
111205,RELIGION,A Journey From Unlovable to Beloved: An ex-Jehovah's Witness Reclaims Her Spiritual Heritage,"V.K. Harber, ContributorYogi, Contemplative, Writer. Producer of radio program Radical...",https://www.huffingtonpost.com/entry/a-journey-from-unlovable-_1_b_5864972.html,"Yes, it's true. No, I'm not going through an early mid-life crisis. Yes, I've really thought about it. No, my values have not changed. Yes, I'm sure. This is how my end of the conversation goes when I tell my friends that I'm in the process of becoming Catholic.",2014-09-23
111279,RELIGION,Resident Aliens,"Martin Marty, ContributorHistorian of religion in the U.S., author of over 60 books, sp...",https://www.huffingtonpost.com/entry/resident-aliens_b_5865560.html,"While the target audience in this case consists of Protestants, a.k.a. ""Mainline Protestants,"" many other kinds of people ""living faithfully"" in religious communities could recognize themselves in the issues involved, if not in the ""selfie"" portraits of potential ""aliens.""",2014-09-23
111339,RELIGION,Yom Kippur: What About That Other Book?,"Carol Orsborn, ContributorCoauthor Spirituality of Age",https://www.huffingtonpost.com/entry/yom-kippur-what-about-tha_b_5857446.html,"Imagine this: One instant ago, your body had weight and heat and heartbeat.  And then, with one final long breath, all that is truly you rises like carbon bubbles of light, pressed to the ceiling.",2014-09-22
111434,RELIGION,Pope Francis Slams Extremists Who 'Pervert Religion',,https://www.huffingtonpost.com/entry/pope-francis-extremist-religion-_n_5856648.html,,2014-09-21
111459,RELIGION,Faith Photos From The People's Climate March,Paul Brandeis Raushenbush,https://www.huffingtonpost.com/entry/faith-climate-march-photos_n_5858458.html,,2014-09-21
111477,RELIGION,These Young British Muslims Have A Message For The Islamic State,Carol Kuruvilla,https://www.huffingtonpost.com/entry/notinmyname-british-muslims_n_5851500.html,,2014-09-20
111481,RELIGION,Christ The Redeemer Turns Green For People's Climate March,Antonia Blumberg,https://www.huffingtonpost.com/entry/christ-the-redeemer-green_n_5850966.html,,2014-09-20
111492,RELIGION,Thousands Of Muslims Crowded Into The Streets Of German Cities This Friday,Carol Kuruvilla,https://www.huffingtonpost.com/entry/germany-muslims-islamic-state_n_5852342.html,,2014-09-20
111507,RELIGION,Prayer Flags Fly In Solidarity With People's Climate March,Antonia Blumberg,https://www.huffingtonpost.com/entry/prayer-flags-peoples-climate-march_n_5838920.html,,2014-09-20
